0.0012857,0.00012561,0.00011749,4.5808e-05,2.5508e-06,4.2557e-06,5.0027e-05,7.716e-06,7.7957e-06,4.6899e-05,7.8144e-06,7.1781e-06,1.0163e-06,-7.0657e-06,-6.4753e-06
0.00012561,0.00093307,3.3932e-05,1.2605e-05,-2.5543e-06,-2.1319e-06,1.5213e-05,1.2451e-06,7.4572e-07,1.4365e-05,1.4004e-06,4.6535e-07,-4.8844e-08,-3.8868e-06,-3.6791e-06
0.00011749,3.3932e-05,0.00093833,1.3616e-05,2.4398e-06,1.0674e-05,1.4499e-05,3.1307e-06,3.9278e-06,1.3392e-05,2.8922e-06,5.6992e-06,4.176e-07,-1.0755e-06,1.6032e-06
4.5808e-05,1.2605e-05,1.3616e-05,0.0010069,3.9919e-05,2.5561e-05,-9.9287e-06,-8.0901e-06,7.8846e-07,7.2926e-07,1.5511e-07,3.1038e-06,-9.7453e-08,3.201e-08,7.8459e-07
2.5508e-06,-2.5543e-06,2.4398e-06,3.9919e-05,0.00091663,-3.7425e-05,-6.9843e-06,-2.5694e-06,-1.2979e-05,-8.2289e-07,4.505e-06,-7.1892e-06,3.3252e-08,4.5962e-06,-8.7547e-06
4.2557e-06,-2.1319e-06,1.0674e-05,2.5561e-05,-3.7425e-05,0.0007843,-6.0308e-06,-1.2916e-05,-0.00013277,-2.6756e-06,-1.114e-05,-0.00013824,9.3903e-07,-9.6328e-06,-0.00013194
5.0027e-05,1.5213e-05,1.4499e-05,-9.9287e-06,-6.9843e-06,-6.0308e-06,0.0010037,4.0046e-05,2.5408e-05,-1.047e-05,-8.7195e-06,1.9951e-06,2.3171e-07,-6.2557e-07,3.4096e-06
7.716e-06,1.2451e-06,3.1307e-06,-8.0901e-06,-2.5694e-06,-1.2916e-05,4.0046e-05,0.00091563,-3.4249e-05,-5.8573e-06,-5.3751e-06,-4.2969e-06,1.1723e-07,1.4039e-06,1.3892e-07
7.7957e-06,7.4572e-07,3.9278e-06,7.8846e-07,-1.2979e-05,-0.00013277,2.5408e-05,-3.4249e-05,0.00093352,-2.3747e-06,-5.6424e-06,-8.3682e-05,1.6111e-06,-2.7899e-06,-9.5328e-05
4.6899e-05,1.4365e-05,1.3392e-05,7.2926e-07,-8.2289e-07,-2.6756e-06,-1.047e-05,-5.8573e-06,-2.3747e-06,0.00099879,3.8235e-05,2.5115e-05,-3.4998e-06,-5.6729e-06,4.2533e-06
7.8144e-06,1.4004e-06,2.8922e-06,1.5511e-07,4.505e-06,-1.114e-05,-8.7195e-06,-5.3751e-06,-5.6424e-06,3.8235e-05,0.00091417,-3.2709e-05,-3.0381e-06,-4.4096e-06,-3.4568e-06
7.1781e-06,4.6535e-07,5.6992e-06,3.1038e-06,-7.1892e-06,-0.00013824,1.9951e-06,-4.2969e-06,-8.3682e-05,2.5115e-05,-3.2709e-05,0.00093729,1.3499e-06,-2.5892e-06,-8.0242e-05
1.0163e-06,-4.8844e-08,4.176e-07,-9.7453e-08,3.3252e-08,9.3903e-07,2.3171e-07,1.1723e-07,1.6111e-06,-3.4998e-06,-3.0381e-06,1.3499e-06,0.0008861,2.4389e-06,-4.6362e-06
-7.0657e-06,-3.8868e-06,-1.0755e-06,3.201e-08,4.5962e-06,-9.6328e-06,-6.2557e-07,1.4039e-06,-2.7899e-06,-5.6729e-06,-4.4096e-06,-2.5892e-06,2.4389e-06,0.00090004,-4.1349e-05
-6.4753e-06,-3.6791e-06,1.6032e-06,7.8459e-07,-8.7547e-06,-0.00013194,3.4096e-06,1.3892e-07,-9.5328e-05,4.2533e-06,-3.4568e-06,-8.0242e-05,-4.6362e-06,-4.1349e-05,0.00092899
