60.722,-2.8574,0.80541,-0.40785,-1.0596,-0.28188,0.26422,0.46974,0.53608,0.011795,-0.14772,0.14106,-0.11107,-0.011091,0.038832,-43.229,-23.653,-4.5317,-0.15248,-0.58183,0.1873,-0.3285,-0.53499,0.23803,-0.21293,-0.47477,-0.0035988,0.038368,-0.081068,0.40796,-7.0903,-2.1371,-2.4573,-0.48543,-1.3141,-3.154,-0.21209,-0.21068,-0.6084,-0.21482,-0.03799,-0.88595,-0.031713,0.061568,-0.35023
-2.8574,101.27,19.198,0.19397,-3.0269,-0.73015,0.071917,0.87628,0.76466,0.10645,-0.50035,0.13942,-0.14299,-0.1236,0.11535,-23.653,-44.622,-8.4051,0.016649,0.002277,0.35218,-0.36965,-0.70231,0.17082,-0.19035,-0.35554,0.036497,0.088987,-0.011149,0.41655,-2.1371,-6.9991,-2.1719,-0.49468,-1.2933,-3.5347,-0.21549,-0.16943,-0.54837,-0.21605,0.015562,-0.93877,-0.022393,0.11356,-0.29751
0.80541,19.198,27.578,0.12448,0.41067,0.19398,0.35965,0.0092278,1.1809,0.22414,0.19149,0.54735,-0.051335,-0.061531,0.016059,-4.5317,-8.4051,11.648,-0.51179,-1.2403,1.4483,-0.2395,-0.56489,1.9824,-0.29194,-0.84401,0.87329,-0.028046,-0.25751,1.1214,-2.4573,-2.1719,-18.936,-0.50875,-2.9094,-9.1304,-0.49818,0.018208,-2.393,-0.43487,0.44046,-3.1169,-0.051765,0.4963,-1.4884
-0.40785,0.19397,0.12448,48.134,-4.3283,0.14411,-2.5687,0.0033361,-0.062736,-1.5874,0.95699,0.3286,-2.0597,-0.097996,-0.017707,-0.15248,0.016649,-0.51179,-39.3,-14.989,-0.78479,0.57071,1.1757,0.45984,0.34229,0.94726,0.1467,0.43844,1.0603,-0.015891,-0.48543,-0.49468,-0.50875,-6.6185,-1.5658,-0.20528,-0.19638,-1.1029,-2.1325,0.0135,0.17962,0.51408,-0.090857,0.15558,0.29106
-1.0596,-3.0269,0.41067,-4.3283,44.667,2.5733,-0.097352,-7.4826,-1.4713,-0.2879,-4.087,0.076138,0.056063,-6.098,-0.92962,-0.58183,0.002277,-1.2403,-14.989,-37.125,-8.2023,1.3752,1.7125,2.1222,0.90909,1.0339,1.7659,1.1359,1.5215,1.8096,-1.3141,-1.2933,-2.9094,-1.5658,-5.7259,2.3629,-0.23448,-0.97866,-2.5801,0.21353,0.59179,1.1576,-0.14377,0.32654,-0.15056
-0.28188,-0.73015,0.19398,0.14411,2.5733,11.078,-0.083135,-0.95218,-2.4308,0.070276,-1.0376,-1.9073,0.11281,-0.86404,-2.1906,0.1873,0.35218,1.4483,-0.78479,-8.2023,-2.8926,0.028702,1.7263,0.68919,0.21739,2.1611,0.41649,0.084045,1.5031,-0.73715,-3.154,-3.5347,-9.1304,-0.20528,2.3629,-1.1148,0.61646,-2.4691,-4.6266,0.51272,0.99534,3.2061,-0.15522,0.6095,1.0596
0.26422,0.071917,0.35965,-2.5687,-0.097352,-0.083135,49.056,-4.2536,0.21138,-1.7861,0.097503,-0.08535,-0.87029,0.96903,0.34816,-0.3285,-0.36965,-0.2395,0.57071,1.3752,0.028702,-39.534,-15.511,-0.81928,0.36864,0.78114,0.33775,0.14063,0.54271,0.11174,-0.21209,-0.21549,-0.49818,-0.19638,-0.23448,0.61646,-6.5808,-1.6491,-0.26491,-0.18533,-1.3043,-2.3585,0.019327,0.071034,0.3268
0.46974,0.87628,0.0092278,0.0033361,-7.4826,-0.95218,-4.2536,46.993,2.8464,0.12893,-5.3587,-1.0029,-0.097412,-1.9987,0.40036,-0.53499,-0.70231,-0.56489,1.1757,1.7125,1.7263,-15.511,-37.812,-9.0193,0.9514,0.98143,1.3931,0.4951,0.47737,1.1952,-0.21068,-0.16943,0.018208,-1.1029,-0.97866,-2.4691,-1.6491,-6.0527,2.0305,-0.30789,-1.2409,-2.801,-0.02842,0.17071,0.32554
0.53608,0.76466,1.1809,-0.062736,-1.4713,-2.4308,0.21138,2.8464,12.065,-0.0095282,-0.558,-1.8303,0.13203,-0.75235,-1.0196,0.23803,0.17082,1.9824,0.45984,2.1222,0.68919,-0.81928,-9.0193,-3.7829,0.016252,1.2856,0.51299,0.076652,1.4519,0.59249,-0.6084,-0.54837,-2.393,-2.1325,-2.5801,-4.6266,-0.26491,2.0305,-1.3437,0.46155,-3.2646,-5.4448,0.065186,0.23249,1.248
0.011795,0.10645,0.22414,-1.5874,-0.2879,0.070276,-1.7861,0.12893,-0.0095282,49.657,-4.0785,0.1823,-1.3459,0.18076,-0.0022716,-0.21293,-0.19035,-0.29194,0.34229,0.90909,0.21739,0.36864,0.9514,0.016252,-39.704,-15.841,-0.88771,0.18315,0.55546,0.23685,-0.21482,-0.21605,-0.43487,0.0135,0.21353,0.51272,-0.18533,-0.30789,0.46155,-6.6164,-1.7294,-0.48339,0.11347,-0.94318,-1.4998
-0.14772,-0.50035,0.19149,0.95699,-4.087,-1.0376,0.097503,-5.3587,-0.558,-4.0785,48.764,3.4331,0.30525,-4.1215,-0.75329,-0.47477,-0.35554,-0.84401,0.94726,1.0339,2.1611,0.78114,0.98143,1.2856,-15.841,-38.574,-9.3784,0.6272,0.54673,1.1879,-0.03799,0.015562,0.44046,0.17962,0.59179,0.99534,-1.3043,-1.2409,-3.2646,-1.7294,-6.1747,1.6328,0.036542,-0.85116,-1.8424
0.14106,0.13942,0.54735,0.3286,0.076138,-1.9073,-0.08535,-1.0029,-1.8303,0.1823,3.4331,12.224,0.040608,-0.24016,-1.4739,-0.0035988,0.036497,0.87329,0.1467,1.7659,0.41649,0.33775,1.3931,0.51299,-0.88771,-9.3784,-3.2927,-0.21371,0.9149,0.67027,-0.88595,-0.93877,-3.1169,0.51408,1.1576,3.2061,-2.3585,-2.801,-5.4448,-0.48339,1.6328,-2.1367,0.67934,-2.8856,-5.3376
-0.11107,-0.14299,-0.051335,-2.0597,0.056063,0.11281,-0.87029,-0.097412,0.13203,-1.3459,0.30525,0.040608,49.358,-4.121,-0.21057,0.038368,0.088987,-0.028046,0.43844,1.1359,0.084045,0.14063,0.4951,0.076652,0.18315,0.6272,-0.21371,-39.186,-15.053,-0.11804,-0.031713,-0.022393,-0.051765,-0.090857,-0.14377,-0.15522,0.019327,-0.02842,0.065186,0.11347,0.036542,0.67934,-6.4701,-1.8418,-0.56931
-0.011091,-0.1236,-0.061531,-0.097996,-6.098,-0.86404,0.96903,-1.9987,-0.75235,0.18076,-4.1215,-0.24016,-4.121,48.611,2.9639,-0.081068,-0.011149,-0.25751,1.0603,1.5215,1.5031,0.54271,0.47737,1.4519,0.55546,0.54673,0.9149,-15.053,-37.718,-8.2079,0.061568,0.11356,0.4963,0.15558,0.32654,0.6095,0.071034,0.17071,0.23249,-0.94318,-0.85116,-2.8856,-1.8418,-6.5468,0.47625
0.038832,0.11535,0.016059,-0.017707,-0.92962,-2.1906,0.34816,0.40036,-1.0196,-0.0022716,-0.75329,-1.4739,-0.21057,2.9639,11.129,0.40796,0.41655,1.1214,-0.015891,1.8096,-0.73715,0.11174,1.1952,0.59249,0.23685,1.1879,0.67027,-0.11804,-8.2079,-2.4138,-0.35023,-0.29751,-1.4884,0.29106,-0.15056,1.0596,0.3268,0.32554,1.248,-1.4998,-1.8424,-5.3376,-0.56931,0.47625,-3.7561
-43.229,-23.653,-4.5317,-0.15248,-0.58183,0.1873,-0.3285,-0.53499,0.23803,-0.21293,-0.47477,-0.0035988,0.038368,-0.081068,0.40796,55.719,25.42,6.4251,1.2341,2.4395,-0.090022,0.60134,0.54844,-0.1553,0.66291,1.0817,0.056899,0.15754,0.18885,-0.38745,22.363,15.397,3.7396,1.1199,2.9366,1.5234,0.47155,0.81431,0.1909,0.50951,0.95102,0.3278,0.13458,0.39931,0.050076
-23.653,-44.622,-8.4051,0.016649,0.002277,0.35218,-0.36965,-0.70231,0.17082,-0.19035,-0.35554,0.036497,0.088987,-0.011149,0.41655,25.42,52.187,6.1015,0.83509,1.8182,-0.23241,0.66825,0.68639,-0.14437,0.57429,0.94241,0.010598,0.077647,0.072245,-0.39048,15.397,17.958,3.793,0.8528,2.6669,1.4536,0.50481,0.82332,0.19709,0.4394,0.84195,0.31815,0.074568,0.29589,0.073446
-4.5317,-8.4051,11.648,-0.51179,-1.2403,1.4483,-0.2395,-0.56489,1.9824,-0.29194,-0.84401,0.87329,-0.028046,-0.25751,1.1214,6.4251,6.1015,41.747,1.238,1.5801,1.1628,0.7373,-0.035014,1.9388,0.78105,0.65164,0.88954,0.28906,-0.13385,0.6734,3.7396,3.793,0.7693,1.2061,3.9369,0.82443,0.55316,1.0226,-0.19932,0.48607,1.3509,-0.12461,0.11876,0.69731,0.14837
-0.15248,0.016649,-0.51179,-39.3,-14.989,-0.78479,0.57071,1.1757,0.45984,0.34229,0.94726,0.1467,0.43844,1.0603,-0.015891,1.2341,0.83509,1.238,56.961,24.479,4.6488,0.83077,0.47612,-0.84849,0.24721,-0.77921,-0.66191,0.59049,0.27403,-0.48701,1.1199,0.8528,1.2061,23.822,15.585,1.9687,0.93003,1.5082,0.34709,0.25177,-0.49437,-0.88078,0.58365,0.16137,-0.41265
-0.58183,0.002277,-1.2403,-14.989,-37.125,-8.2023,1.3752,1.7125,2.1222,0.90909,1.0339,1.7659,1.1359,1.5215,1.8096,2.4395,1.8182,1.5801,24.479,60.695,4.6934,0.37701,0.99462,-1.9473,0.1079,-0.60851,-1.1865,0.012932,0.32145,-0.71384,2.9366,2.6669,3.9369,15.585,24.322,4.9275,0.56179,2.8767,1.2452,0.086229,-0.096388,-1.4639,0.30203,0.62851,-0.48997
0.1873,0.35218,1.4483,-0.78479,-8.2023,-2.8926,0.028702,1.7263,0.68919,0.21739,2.1611,0.41649,0.084045,1.5031,-0.73715,-0.090022,-0.23241,1.1628,4.6488,4.6934,21.469,-0.31548,-0.79154,-3.206,-0.72684,-2.0585,-2.8054,-0.34111,-0.41925,-2.874,1.5234,1.4536,0.82443,1.9687,4.9275,5.0977,0.075422,1.8716,1.6202,-0.56627,-1.3686,-0.01639,-0.27876,-0.20125,0.68074
-0.3285,-0.36965,-0.2395,0.57071,1.3752,0.028702,-39.534,-15.511,-0.81928,0.36864,0.78114,0.33775,0.14063,0.54271,0.11174,0.60134,0.66825,0.7373,0.83077,0.37701,-0.31548,56.738,24.46,4.8334,0.5895,0.40883,-0.51794,0.087669,-0.79183,-0.43445,0.47155,0.50481,0.55316,0.93003,0.56179,0.075422,23.604,15.55,2.1927,0.73872,1.5142,0.57239,0.1318,-0.47763,-0.66616
-0.53499,-0.70231,-0.56489,1.1757,1.7125,1.7263,-15.511,-37.812,-9.0193,0.9514,0.98143,1.3931,0.4951,0.47737,1.1952,0.54844,0.68639,-0.035014,0.47612,0.99462,-0.79154,24.46,60.752,5.7352,0.28283,0.96178,-1.1925,0.050344,-0.69574,-0.97548,0.81431,0.82332,1.0226,1.5082,2.8767,1.8716,15.55,24.273,5.4977,0.46421,2.8319,1.6497,0.12224,-0.010579,-0.90189
