-0.0067397,-0.0037517,-0.004684,-0.00075378,-0.0020447,-0.0025039,-0.00070484,-0.0010631,-0.0013894,-0.00056356,-0.0010365,-0.0014079,-6.0131e-05,-0.00051812,-0.00086756,-0.0057567,-0.0051711,-0.0020613,3.1558e-05,0.00022615,-0.00045788,-9.4649e-05,0.00047707,0.00027589,-0.00010741,0.00016949,-0.00014058,0.00011311,0.00044642,0.0001491
-0.0037517,-0.0074311,-0.0047292,-0.0007634,-0.0020898,-0.0026355,-0.00068979,-0.0010021,-0.0013774,-0.00056285,-0.0010222,-0.0014372,-5.1305e-05,-0.00049374,-0.00089354,-0.0051711,-0.0018993,-0.0020398,6.871e-05,0.00024828,-0.00051025,-0.00012809,0.0003912,0.00021395,-9.836e-05,0.00016174,-0.00015252,0.00010957,0.00041077,0.00011788
-0.004684,-0.0047292,-0.0080077,-0.00062071,-0.0019169,-0.0026786,-0.00066721,-0.00083929,-0.0012432,-0.00055633,-0.00094741,-0.001445,-3.4684e-05,-0.00039671,-0.00089272,-0.0020613,-0.0020398,0.0038341,0.00019533,0.0002888,-0.00047113,-0.00011526,0.00034367,9.794e-05,-3.8816e-05,0.00018351,-0.00020984,0.00012298,0.00038588,1.9652e-05
-0.00075378,-0.0007634,-0.00062071,-0.0029462,0.00029341,-0.0010726,6.8939e-05,-0.00067569,-0.00066757,0.00024771,0.00048544,0.00026833,0.00016643,0.00027514,9.733e-05,3.1558e-05,6.871e-05,0.00019533,-0.0053983,-0.0045931,-0.0003333,1.3256e-05,-0.00034838,-0.00045828,-0.00026497,0.00012368,0.00064367,-0.00030768,-0.00032282,9.2013e-05
-0.0020447,-0.0020898,-0.0019169,0.00029341,-0.0030262,-0.00083007,0.00012962,-0.00065591,-0.00049384,0.00038689,0.00067745,0.00059902,0.00016856,0.00029302,0.00022279,0.00022615,0.00024828,0.0002888,-0.0045931,-0.0027316,-0.0023374,0.0001774,-0.00054754,-0.00093809,-5.9292e-05,-0.00019986,0.00024404,-0.00027535,-0.00070888,-0.00047367
-0.0025039,-0.0026355,-0.0026786,-0.0010726,-0.00083007,-0.0052484,-3.7482e-05,-0.00086917,-0.0011067,4.4991e-05,0.0004902,0.00021641,9.0783e-06,0.000197,-0.00013484,-0.00045788,-0.00051025,-0.00047113,-0.0003333,-0.0023374,0.0017223,0.00066464,-0.00021106,-0.0018801,0.00034013,2.6728e-05,-0.00098293,0.00012804,-0.00043643,-0.0015428
-0.00070484,-0.00068979,-0.00066721,6.8939e-05,0.00012962,-3.7482e-05,-0.0032204,-1.2314e-05,-0.0011316,-0.00014506,-0.00096927,-0.00087431,-8.721e-06,0.00016488,6.8704e-05,-9.4649e-05,-0.00012809,-0.00011526,1.3256e-05,0.0001774,0.00066464,-0.0051365,-0.0044861,-0.00049406,0.00021575,-0.00011597,-0.00045084,-3.6429e-05,0.00031513,0.00063616
-0.0010631,-0.0010021,-0.00083929,-0.00067569,-0.00065591,-0.00086917,-1.2314e-05,-0.0032811,-0.00095953,-8.1473e-05,-0.00096473,-0.00082884,4.9405e-05,0.00027952,0.00021632,0.00047707,0.0003912,0.00034367,-0.00034838,-0.00054754,-0.00021106,-0.0044861,-0.0023626,-0.0021977,0.00020528,-0.00019545,-0.00060675,-8.0926e-05,7.6094e-05,0.00044652
-0.0013894,-0.0013774,-0.0012432,-0.00066757,-0.00049384,-0.0011067,-0.0011316,-0.00095953,-0.0050764,-2.633e-05,-0.00093812,-0.0010533,-5.4876e-06,0.00040443,0.00033851,0.00027589,0.00021395,9.794e-05,-0.00045828,-0.00093809,-0.0018801,-0.00049406,-0.0021977,0.0028127,0.0004471,-9.7869e-05,-0.0011746,5.274e-05,9.5546e-05,-0.00033859
-0.00056356,-0.00056285,-0.00055633,0.00024771,0.00038689,4.4991e-05,-0.00014506,-8.1473e-05,-2.633e-05,-0.0032274,-1.4517e-05,-0.0010988,-0.0001115,-0.00086214,-0.00085296,-0.00010741,-9.836e-05,-3.8816e-05,-0.00026497,-5.9292e-05,0.00034013,0.00021575,0.00020528,0.0004471,-0.0051193,-0.0044172,-0.00043313,0.00016414,-0.00013649,-0.00049195
